object_id,policy,seed,step_index,history_anchor_ids,acquired_view_count_before,acquired_view_count_after,valid_candidate_mask,selected_anchor,selected_true_gain,oracle_true_gain,coverage_before,coverage_after,normalized_regret,spearman,ndcg_at_5,policy_ms,acquisition_ms,process_rss_bytes,process_rss_delta_bytes,peak_cuda_allocated_bytes,profiling_mode
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,vggt,0,3,"[0, 5, 14, 22]",4,5,"[false, true, true, true, true, false, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",31,0.03480561177219225,0.26322534728489966,0.48912361821435085,0.5239292299865431,0.9479305149666014,-0.08210477840449631,0.43173225052512026,1.7298929960816167,0.013188000593800098,906133504,4096,,cached_features_plus_live_head
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,vggt,0,4,"[0, 5, 14, 22, 31]",5,6,"[false, true, true, true, true, false, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",23,0.04348550135969152,0.25500577379613865,0.5239292299865431,0.5674147313462345,0.8826896406155094,-0.13031606817328645,0.4094611765234274,2.2012549961800687,0.017284000932704657,906133504,0,,cached_features_plus_live_head
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,vggt,0,5,"[0, 5, 14, 22, 31, 23]",6,7,"[false, true, true, true, true, false, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, false, false, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",16,0.05506773901122283,0.24490924340371623,0.5674147313462345,0.6224824703574574,0.7906683684487997,-0.15546612085604772,0.29297854097375264,2.0284159982111305,0.010889998520724475,906133504,0,,cached_features_plus_live_head
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,vggt,0,6,"[0, 5, 14, 22, 31, 23, 16]",7,8,"[false, true, true, true, true, false, true, true, true, true, true, true, true, true, false, true, false, true, true, true, true, true, false, false, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",24,0.04949175460072552,0.21058480313578015,0.6224824703574574,0.6719742249581829,0.7773145595680279,-0.2444585880890444,0.27648432092538267,2.570013006334193,0.017783000657800585,906133504,0,,cached_features_plus_live_head
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,vggt,0,7,"[0, 5, 14, 22, 31, 23, 16, 24]",8,9,"[false, true, true, true, true, false, true, true, true, true, true, true, true, true, false, true, false, true, true, true, true, true, false, false, false, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",17,0.07372176366138145,0.1777101785447397,0.6719742249581829,0.7456959886195644,0.5935111997596225,-0.2976421976394961,0.3063148776365581,2.502076000382658,0.011290001566521823,906133504,0,,cached_features_plus_live_head
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,vggt,0,8,"[0, 5, 14, 22, 31, 23, 16, 24, 17]",9,10,"[false, true, true, true, true, false, true, true, true, true, true, true, true, true, false, true, false, false, true, true, true, true, false, false, false, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",25,0.047549254640635676,0.12066249637595357,0.7456959886195644,0.7932452432602,0.612547481567271,-0.4302462119089959,0.24844711718474674,3.518931000144221,0.020080995454918593,906133504,0,,cached_features_plus_live_head
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,oracle,0,0,[0],1,2,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",18,0.34240813838295486,0.34240813838295486,0.07964814603744022,0.4220562844203951,0.0,1.0,1.0,0.003496999852359295,0.01848299871198833,906153984,0,,analytic_cpu
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,oracle,0,1,"[0, 18]",2,3,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",22,0.26499243286659635,0.26499243286659635,0.4220562844203951,0.6870487172869916,0.0,0.9999999999999999,1.0,0.003096996806561947,0.0138870018417947,906153984,0,,analytic_cpu
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,oracle,0,2,"[0, 18, 22]",3,4,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",28,0.12344606540464588,0.12344606540464588,0.6870487172869916,0.8104947826916373,0.0,0.9999999999999999,1.0,0.002197994035668671,0.01148899900726974,906153984,0,,analytic_cpu
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,oracle,0,3,"[0, 18, 22, 28]",4,5,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, false, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",32,0.0367726495883883,0.0367726495883883,0.8104947826916373,0.8472674322800257,0.0,1.0,1.0,0.0021980013116262853,0.9607070023776032,906153984,0,,analytic_cpu
